name,street_address,city,state,zipcode,source,num_of_children,website
Prince Resorts Hawaii,100 Holomoana Street,Honolulu,HI,96815,https://www.hospitalityonline.com/employers/233116/locations,2,www.princeresortshawaii.com
Black Diamond Resort Co,PO Box 11,Healy,AK,99743,https://www.hospitalityonline.com/black-diamond-resort/locations,2,www.blackdiamondgolf.com
Sethi Management,6100 Innovation Way,Carlsbad,CA,92009,https://www.hospitalityonline.com/sethi-management/locations,11,www.sethimanagement.com
Lincoln Property Company,,Atlanta,GA,,https://www.hospitalityonline.com/lincoln-property-company/locations,6,www.lpc.com
LifeWay Christian Resources,One LifeWay Plaza,Nashville,TN,37234-0121,https://www.hospitalityonline.com/employers/206384/locations,2,www.lifeway.com
Kriya Hotels,"433 East Las Colinas Boulevard, Suite 860",Irving,TX,75039,https://www.hospitalityonline.com/kriya-hotels/locations,10,www.kriyahotels.com
"Sky Hospitality, LLC",5999 Central Ave,Saint Petersburg,FL,33710,https://www.hospitalityonline.com/sky-hospitality-llc/locations,4,www.skyhospitality.com
Staybridge Suites Colorado Springs - Air Force Academy,7130 Commerce Center Drive,Colorado Springs,CO,80919,https://www.hospitalityonline.com/sbs-co-springs/locations,1,www.ihg.com
Simar Management Inc.,6 Sundown Drive,Bellport,NY,11713,https://www.hospitalityonline.com/simar-management/locations,2,
Sandpiper Hospitality,211 West Franklin Street,Richmond,VA,23220,https://www.hospitalityonline.com/sandpiper/locations,19,sandpiperhospitality.com
Liberty Group,800 S. Harbour Island Boulevard,Tampa,FL,33602,https://www.hospitalityonline.com/liberty-group/locations,22,www.libertygrouphotels.com
"MDM Hotel Group, LTD",9090 South Dadeland Blvd,Miami,FL,33156,https://www.hospitalityonline.com/mdm-hotel-group-ltd/locations,4,www.mdmusa.com
InterContinental Hotels Group PLC,Broadwater Park,Denham,Buckinghamshire,UB9 5HR,https://www.hospitalityonline.com/ihgplc/locations,455,www.ihgplc.com
Newport Harbor Corporation,P.O. Box 399,Newport,RI,02840,https://www.hospitalityonline.com/newport-harbor-corporation/locations,1,www.newportharbor.com
Hotel Equities,41 Perimeter Center East,Atlanta,GA,30346,https://www.hospitalityonline.com/hotel-equities/locations,54,www.hotelequities.com
Prime Investments & Development,631 Dickinson Avenue,Greenville,NC,27834,https://www.hospitalityonline.com/prime-investments-development/locations,6,www.primeinvestments.biz
SUN Development & Management Corporation,5701 Progress Road,Indianapolis,IN,46241,https://www.hospitalityonline.com/sun-companies/locations,17,www.sun-companies.com
Legacy Vacation Resorts,PO Box 690999,Orlando,FL,32869-0999,https://www.hospitalityonline.com/legacy-vacation-resorts/locations,7,www.legacyvacationresorts.com
Houston YP Hospitality Management Inc.,6119 Rapid Creek Court,Kingwood,TX,77345,https://www.hospitalityonline.com/yp-hospitality-management/locations,2,www.hyphospitality.com
Ensemble Real Estate Solutions and Investments,4722 N 24th Street,Phoenix,AZ,85016,https://www.hospitalityonline.com/ensemble/locations,3,ensemble.net
Chumash Employee Resource Center,585 McMurray Road,Buellton,CA,93427,https://www.hospitalityonline.com/employers/223789/locations,1,chumashcasino.com
Huntington Hotel Group,105 Decker Court,Irving,TX,75062,https://www.hospitalityonline.com/huntington-hotel-group/locations,15,www.huntingtonhotelgroup.com
Rockgate Hospitality Group,1500 NE Coronado Dr,Blue Springs,MO,64014,https://www.hospitalityonline.com/rockgate/locations,6,www.rockgatehotels.com
Warwick Hotels & Resorts,1776 Grant Street,Denver,CO,80203,https://www.hospitalityonline.com/warwick-intl/locations,7,www.warwickhotels.com
Aquila Lodging,2311 Texas Drive Suite 102,Irving,TX,75062,https://www.hospitalityonline.com/aquila-lodging/locations,5,www.aquilalodging.com
Winwood Hospitality Group,2803 Slater Rd,Morrisville,NC,27560,https://www.hospitalityonline.com/winwood/locations,4,www.hotelsinraleighdurham.com
Koury Corporation,"2275 Vanstory Street, Suite 200",Greensboro,NC,27403,https://www.hospitalityonline.com/koury-corporation/locations,3,www.kourycorp.com
TJM Properties,5801 Ulmerton Road,Clearwater,FL,33760,https://www.hospitalityonline.com/tjm-properties/locations,5,tjmproperties.us
Williams Hotel Group,1221 West Fourth Street,Adel,GA,31620,https://www.hospitalityonline.com/williams-hotel-group/locations,14,www.wincohotels.com
Anderson Hospitality Group,2600 Chandler Drive,Bowling Green,KY,42104,https://www.hospitalityonline.com/anderson-hospitality-group/locations,6,andersonhospitality.com
Odyssey Hotels,7065 N Port Washington Road,Milwaukee,WI,53217,https://www.hospitalityonline.com/odyssey-hotels/locations,6,odysseyhotels.com
Stout Street Hospitality,818 17th Street,Denver,CO,80202,https://www.hospitalityonline.com/stout-street-hospitality/locations,6,www.stoutstreethospitality.com
BK Investments,450 Memorial Drive,Chicopee,MA,01020,https://www.hospitalityonline.com/employers/224533/locations,2,www.chicopee.hamptoninn.com
Sun Capital Hotels,"4836 Hardware Rd. NE, STE A",Albuquerque,NM,87109,https://www.hospitalityonline.com/sun-capital/locations,9,www.suncapitalhotels.com
Campus Living Villages,1001 Fannin St. Suite 1350,Houston,TX,77002,https://www.hospitalityonline.com/campus-living-villages/locations,4,www.campuslivingvillages.com
"RHW Management, Inc.",6704 W 121st Street,Overland Park,KS,66209,https://www.hospitalityonline.com/rhw-management/locations,18,www.rhwhotels.com
Turf Hotels,792 Watervliet Shaker Road,Latham,NY,12110,https://www.hospitalityonline.com/turf-hotels/locations,4,www.turfhotels.com
"SAP Hotels, LLC",1515 North Sandusky Avenue,Bucyrus,OH,44820,https://www.hospitalityonline.com/sap-hotels/locations,7,www.saphotels.com
Z Capital Partners,1330 Ave. of the Americas 16th Floor,New York,NY,10019,https://www.hospitalityonline.com/employers/258586/locations,1,www.zcap.net
Jackson Hotel Management,323 Myers Avenue,Harrisonburg,VA,22801-4210,https://www.hospitalityonline.com/jackson-hotel-management/locations,4,www.jacksonhotelmanagement.com
Hollywood Restaurants,6250 Hollywood Boulevard,Los Angeles,CA,90028,https://www.hospitalityonline.com/hollywood-restaurants/locations,4,www.whollywoodhotel.com
"Monchino Management, LLC",108 Lou Ann Drive,Herrin,IL,62948,https://www.hospitalityonline.com/employers/207378/locations,8,www.monchino.com
Nottawaseppi Huron Band of the Potawatomi,1485 Mno-Bmadzewen Way,Fulton,MI,49052,https://www.hospitalityonline.com/employers/278486/locations,1,www.nhbpi.org
360 Hospitality Group,5575 N. Atlantic Avenue,Cocoa Beach,FL,32931,https://www.hospitalityonline.com/360hospitalitygroup/locations,8,www.360hospitalitygroup.com
Xanterra Travel Collection,6312 S. Fiddler's Green Circle,Greenwood Village,CO,80223,https://www.hospitalityonline.com/xanterra/locations,10,www.xanterra.com
Mystic Pointe Realty Corp.,,Westhampton Beach,NY,11978,https://www.hospitalityonline.com/employers/210162/locations,6,www.bestwesternameliaisland.com
Beztak,31731 Northwestern Highway Suite 250W,Farmington,MI,48334,https://www.hospitalityonline.com/beztak/locations,1,www.beztak.com
Home2 Suites by Hilton Idaho Falls,1160 Whitewater Drive,Idaho Falls,ID,83402,https://www.hospitalityonline.com/home2-idaho-falls/locations,1,home2suites3.hilton.com
Executive Hotel Management,4728 Constitution Ave.,Baton Rouge,LA,70808,https://www.hospitalityonline.com/executive-hotel-management/locations,4,crownebaton.com
The Kessler Collection,4901 Vineland Road,Orlando,FL,32811,https://www.hospitalityonline.com/kessler-collection/locations,12,www.kesslercollection.com
Duke Hospitality,2008 Eastview Pkwy,Conyers,GA,30013,https://www.hospitalityonline.com/duke-hospitality/locations,10,dukehospitality.com
"Cajun Lodging, LLC","4288 Hwy 51, La Place",La Place,LA,70068,https://www.hospitalityonline.com/cajun-lodging/locations,4,www.cajunlodging.net
Silverleaf Resorts,6321 Boulevard 26,North Richland Hills,TX,76180,https://www.hospitalityonline.com/employers/259097/locations,1,www.silverleafresorts.com
"Affordable Suites of America, Inc.",10801 Monroe Road,Matthews,NC,28105,https://www.hospitalityonline.com/affordablesuites/locations,2,www.affordablesuites.com
MacCall Management,P O Box 4106,Salt Lake City,UT,84110-4106,https://www.hospitalityonline.com/employers/200771/locations,1,
Seasons at Sandpoint,424 Sandpoint Avenue,Sandpoint,ID,83864,https://www.hospitalityonline.com/seasons-sandpoint/locations,1,www.seasonsatsandpoint.com
Timbers Resorts,"201 Main Street, Ste 202",Carbondale,CO,81623,https://www.hospitalityonline.com/timbers-resorts/locations,10,www.timbersresorts.com
Navajo Nation Gaming Enterprise,249 East NM State Hwy 118,Church Rock,NM,87311,https://www.hospitalityonline.com/navajo-nation-gaming/locations,5,www.navajogaming.com
Holiday Inn Express & Suites Manchester-Airport,1298 South Porter Street,Manchester,NH,03103,https://www.hospitalityonline.com/hix-manchester-airport/locations,1,www.ihg.com
"Hospitality Lodging South, LLC",816 Highway 3 N,League City,TX,77573-2216,https://www.hospitalityonline.com/hospitality-lodging-south-llc/locations,5,
Ledgestone Hospitality,1709 Lake Drive West,Chanhassen,MN,55317,https://www.hospitalityonline.com/ledgestone/locations,23,ledgestonehospitality.com
Ashton Gardens (Corporate Office),21919 Inverness Forest Boulevard,Houston,TX,77073,https://www.hospitalityonline.com/ashton-gardens/locations,6,www.ashtongardens.com
Sanket Properties,1500 Illinois Highway 50,Bourbonnais,IL,60914,https://www.hospitalityonline.com/employers/234265/locations,1,sanketproperties.com
Yedla Management Company,6000 Memorial Parkway,Huntsville,AL,35802,https://www.hospitalityonline.com/yedla-management-company/locations,3,www.yedlahotels.com
Olshan Hotel Management Inc.,3900 Chagrin Drive,Columbus,OH,43219,https://www.hospitalityonline.com/olshan-properties/locations,6,www.olshanproperties.com
Raldex Hospitality Group,2671 Hospitality Boulevard,Florence,SC,29501,https://www.hospitalityonline.com/raldex-hospitality-group/locations,5,www.raldex.com
InnTerActive Marketing,Chicago,Chicago,IL,,https://www.hospitalityonline.com/employers/255369/locations,4,www.innteractivemarketing.com
Azul Hospitality Group,"800 West Ivy Street, Suite D",San Diego,CA,92101,https://www.hospitalityonline.com/azul-hospitality/locations,37,azulhospitalitygroup.com
MRK Management,"127 N Tryon St, Ste 250",Charlotte,NC,28202,https://www.hospitalityonline.com/mrk-management/locations,4,mrkinv.com
Northwood Hospitality,575 Fifth Avenue 23rd Floor,New York,NY,10017,https://www.hospitalityonline.com/northwood-hospitality/locations,8,www.northwoodinvestors.com
Exel Inns of America,4706 E. Washington Ave,Madison,WI,53704,https://www.hospitalityonline.com/employers/210611/locations,8,www.exelinns.com
The Waldwin Group,,Boston,MA,,https://www.hospitalityonline.com/the-waldwin-group/locations,1,www.thewaldwingroup.com
"Hardin Capital, LLC",3715 Northside Parkway,Atlanta,GA,30327,https://www.hospitalityonline.com/employers/212429/locations,1,
SMASHotels,250 Parkway Drive,Lincolnshire,IL,60069,https://www.hospitalityonline.com/smashotels/locations,7,smashotels.com
MEI Hotels Incorporated,One Cleveland Center,Cleveland,OH,44114,https://www.hospitalityonline.com/mei-hotels-incorporated/locations,2,www.meihotels.com
Key Performance Hospitality,114 West First Street,Sanford,FL,32771,https://www.hospitalityonline.com/key-performance-hospitality/locations,1,www.keyperformancehospitality.com
Q Hotels LLC,1721 Pleasant Place,Arlington,TX,76015,https://www.hospitalityonline.com/q-hotels-llc/locations,4,qhotels.us
Centerplate,2187 Atlantic Street,Stamford,CT,06902,https://www.hospitalityonline.com/centerplate/locations,3,www.centerplate.com
entreQuest,2400 Boston Street Suite 310,Baltimore,MD,21224,https://www.hospitalityonline.com/entrequest/locations,1,www.entrequest.com
RGH Hospitality (Roedel Companies),One Chalet Drive,Wilton,NH,03086,https://www.hospitalityonline.com/rgh-hospitality/locations,3,roedelcompanies.com
Liberty Hotel Group,"115 Blue Jay Dr., Suite 101",Liberty,MO,64068,https://www.hospitalityonline.com/liberty-hotel-group/locations,16,www.lhghotels.com
Heavlin Hospitality,3165 S. Price Road,Chandler,AZ,85248,https://www.hospitalityonline.com/heavlin-management-company/locations,9,www.hmchospitality.com
"Hermani Management, LLC",508 E. Bradford Ave.,Galloway,NJ,08205,https://www.hospitalityonline.com/employers/215589/locations,4,www.hermanimanagement.com
Singh Investment Group,523 Pleasant Home Road,Augusta,GA,30907,https://www.hospitalityonline.com/singh-investment-group/locations,12,www.singhinvestment.com
InnTrusted,2235 East 25th St,Idaho Falls,ID,83404,https://www.hospitalityonline.com/inntrusted/locations,14,www.inntrusted.com
DKN Hotels,42 Corporate Park,Irvine,CA,92626,https://www.hospitalityonline.com/dkn-hotels/locations,12,www.dknhotels.com
Chronic Tacos,31 Journey,Aliso Viejo,CA,92656,https://www.hospitalityonline.com/chronic-tacos/locations,2,eatchronictacos.com
Columbus Hospitality Management - Corporate,"775 Yard Street, Suite 180",Columbus,OH,43212,https://www.hospitalityonline.com/columbus-hospitality/locations,15,www.columbushospitality.com
THG Properties,100 Prairie Center Dr #210,Eden Prairie,MN,55344,https://www.hospitalityonline.com/thg-properties/locations,7,www.thgproperties.com
RAM Hotels,233 12th Street #301,Columbus,GA,31901,https://www.hospitalityonline.com/ram-hotels/locations,23,www.ramhotels.com
Pearl River Resort,390 Industrial Road,Choctaw,MS,39350,https://www.hospitalityonline.com/pearl-river-resort/locations,3,www.pearlriverresort.com
TKo Hospitality,405 East Marsh Lane,Newport,DE,19804,https://www.hospitalityonline.com/tko-hospitality/locations,14,www.tkohospitalitymgt.com
Hotel Fauchere/Relais & Chateaux,401 Broad Street,Milford,PA,18337,https://www.hospitalityonline.com/hotel-fauchere/locations,1,www.hotelfauchere.com
"MHG Hotels, LLC",1220 Brookville Way,Indianapolis,IN,46239,https://www.hospitalityonline.com/mhg-hotels/locations,13,www.mhghotelsllc.com
InterContinental Hotels Group (IHG) India,"11th Floor, Building No. 10",Gurgaon,Haryana,122002,https://www.hospitalityonline.com/ihg-india/locations,15,
Imperial Investments Group,330 Research Court,Peachtree Corners,GA,30092,https://www.hospitalityonline.com/imperial-investments-group/locations,8,imperialinvestmentsgroup.com
Heart of America Group,1501 River Drive,Moline,IL,61265,https://www.hospitalityonline.com/heart-of-america/locations,8,www.heartofamericagroup.com
Love's Hospitality LLC,10601 N Pennsylvania Ave.,Oklahoma City,OK,73120,https://www.hospitalityonline.com/loves-hospitality/locations,16,www.loves.com
Hotel Management Group,,Boca Raton,FL,,https://www.hospitalityonline.com/hotel-management-group/locations,4,www.plazahotelsuites.com
Viceroy Hotel Group,"750 North San Vicente Boulevard East, Suite 1000",West Hollywood,CA,90069,https://www.hospitalityonline.com/viceroy/locations,8,www.viceroyhotelgroup.com
Harkins Theaters,7511 E. McDonald Drive,Scottsdale,AZ,85250,https://www.hospitalityonline.com/harkins-theaters/locations,1,www.harkinstheatres.com
Instinct Hotels & Resorts,"2155 Kalakaua Ave, 5th Floor",Honolulu,HI,96815,https://www.hospitalityonline.com/instinct/locations,3,www.aquaaston.com
Frontier Hotels Management Group,5525 W. Skelly Drive,Tulsa,OK,74107,https://www.hospitalityonline.com/employers/213526/locations,3,www.FrontierHotels.com
Advance Management & Investment LLC,3001 East Andy Devine Ave,Kingman,AZ,86401,https://www.hospitalityonline.com/ami-pcm/locations,12,www.ami-pcm.com
Yotel,13 George Street,London,,W1U 3QJ,https://www.hospitalityonline.com/yotel/locations,3,www.yotel.com
EverQuest Recruiting,636 Morris Tpke,Short Hills,NJ,07078,https://www.hospitalityonline.com/everquest-recruiting/locations,19,www.everquestrecruiting.com
Emmi Commerce Park,275 Elwood Davis Rd,Liverpool,NY,13088,https://www.hospitalityonline.com/commerce-park-hotels/locations,6,
Janko Hospitality,"3050 Finley Road, Suite 300D-1",Downers Grove,IL,60515,https://www.hospitalityonline.com/janko-hospitality/locations,11,www.jankohotels.com
Goff & Associates,2230 Cottondale Drive,Little Rock,AR,72202,https://www.hospitalityonline.com/employers/206619/locations,3,www.holiday-inn.com
Princess Alaska Lodges,800 5th Ave Ste 2600,Seattle,WA,98104,https://www.hospitalityonline.com/employers/207903/locations,5,www.princesslodges.com
White Lotus Group,105 North 31st Avenue,Omaha,NE,68131,https://www.hospitalityonline.com/employers/264364/locations,2,www.whitelotusgroup.com
Pelican Brewing Company,P.O. Box 189,Pacific City,OR,97135,https://www.hospitalityonline.com/pelican-brewing-company/locations,3,pelicanbrewing.com
