name,city,state,source,num_of_children,website
Pelican Brewing Company,Pacific City,OR,https://www.hospitalityonline.com/pelican-brewing-company/locations,3,pelicanbrewing.com
Boyne Resorts,Petoskey,MI,https://www.hospitalityonline.com/boyne-resorts/locations,11,www.boyneresorts.com
King and Grove Hotels,New York,NY,https://www.hospitalityonline.com/employers/232891/locations,2,www.kingandgrove.com
Coral Hospitality,Naples,FL,https://www.hospitalityonline.com/coral-hospitality/locations,8,www.coralhospitality.com
Fitzpatrick Hotel Group,New York,NY,https://www.hospitalityonline.com/fitzpatrick-hotel-group/locations,2,www.fitzpatrickhotels.com
Pineapple Hospitality Company,Bellevue,WA,https://www.hospitalityonline.com/pineapple-hospitality/locations,10,www.staypineapple.com
Wisco Hotel Group,Madison,WI,https://www.hospitalityonline.com/wisco-hotel-group/locations,12,www.wiscohotels.com
enVision Hotels,Needham Heights,MA,https://www.hospitalityonline.com/envision-hotels/locations,4,envisionhotels.com
Santee Management Inc.,Santee,SC,https://www.hospitalityonline.com/santee-management/locations,2,www.santeemgt.com
Caerus Hospitality Partners,San Antonio,TX,https://www.hospitalityonline.com/caerus/locations,5,caerushospitality.com
Chartwell Hotels,Bedford,NH,https://www.hospitalityonline.com/employers/243594/locations,9,www.chartwellhotels.com
Charles Group Hotels,Miami Beach,FL,https://www.hospitalityonline.com/charles-group/locations,2,CharlesGroupHotels.net
Musselman Hotels,Louisville,KY,https://www.hospitalityonline.com/musselman-hotels/locations,12,musselmanhotels.com
"American Hospitality Management, Inc.",Cheboygan,MI,https://www.hospitalityonline.com/american-hospitality/locations,26,www.ahm-hotels.com
Vista Property Management,Binghamton,NY,https://www.hospitalityonline.com/vista-property-management/locations,6,www.vistapropertymanagement.com
"Pacific Hotel Management, LLC",San Mateo,CA,https://www.hospitalityonline.com/pacific-hotel-management/locations,8,www.phmhotels.com
Wischermann Partners,Bloomington,MN,https://www.hospitalityonline.com/wischermann-partners/locations,9,www.wischermannpartners.com
Ruchi  Enterprises,Voorhees,NJ,https://www.hospitalityonline.com/employers/212433/locations,2,www.ruchienterprises.com
HDG Hotel Development & Management Group,Ocala,FL,https://www.hospitalityonline.com/hdg-hotels/locations,16,hdghotels.com
Chesterfield Hotels Inc.,Chesterfield,MO,https://www.hospitalityonline.com/chesterfield/locations,5,chesterfieldhotels.net
LTS Hospitality Management,Louisville,KY,https://www.hospitalityonline.com/lts-hospitality/locations,9,www.ltshospitality.com
North Point Hospitality,Atlanta,GA,https://www.hospitalityonline.com/north-point/locations,11,northpointhospitality.com
M.V. Partners Inc.,San Diego,CA,https://www.hospitalityonline.com/mv-partners-inc/locations,1,
Natural Retreats,Charlottesville,VA,https://www.hospitalityonline.com/natural-retreats/locations,7,www.naturalretreats.com
Morenci,Morenci,AZ,https://www.hospitalityonline.com/morenci/locations,1,www.morencitown.com
Nath Companies,Bloomington,MN,https://www.hospitalityonline.com/nath-companies/locations,3,nathcompanies.com
Texas Hotel Management,Bryan,TX,https://www.hospitalityonline.com/texas-hotel-management/locations,7,www.texashotelmanagement.com
Bridge Senior Living,Orlando,FL,https://www.hospitalityonline.com/employers/279838/locations,4,
Equinox Hospitality,San Francisco,CA,https://www.hospitalityonline.com/equinox-hospitality/locations,2,www.equinoxhotels.com
Sterling Hospitality,Spokane,WA,https://www.hospitalityonline.com/sterling-hospitality/locations,11,www.impressguest.com
Texas Health Resources,Arlington,TX,https://www.hospitalityonline.com/texas-health-resources/locations,1,www.texashealth.org
KWB Hotels,Sioux Falls,SD,https://www.hospitalityonline.com/kwb-hotels/locations,7,kwbhotels.com
"PCH Hotels & Resorts, Inc.",Mobile,AL,https://www.hospitalityonline.com/pch-hotels/locations,8,www.pchresortscareers.com
"Premier Resorts & Management, Inc.",Ormond Beach,FL,https://www.hospitalityonline.com/premier-resorts-management-inc/locations,8,prmhotels.com
"Kalamazoo Hotel Group, LLC",Kalamazoo,MI,https://www.hospitalityonline.com/kalamazoo-hotel-group/locations,2,
Schahet Hotels,Indianapolis,IN,https://www.hospitalityonline.com/schahet-hotels/locations,8,www.schahethotels.com
Sundance Lodging,Minnetonka,MN,https://www.hospitalityonline.com/employers/206111/locations,2,
"Sydell Group, LLC",New York,NY,https://www.hospitalityonline.com/sydell-group-llc/locations,13,www.sydellgroup.com
Trust Hospitality,Coral Gables,FL,https://www.hospitalityonline.com/trust-hospitality/locations,17,www.trusthospitality.com
Lore Group,New York,NY,https://www.hospitalityonline.com/employers/281378/locations,1,loregroup.com
Turning Stone Resort Casino,Verona,NY,https://www.hospitalityonline.com/turning-stone-resort-casino/locations,2,www.turningstone.com
Ridgemont Hospitality,Oakland,CA,https://www.hospitalityonline.com/ridgemont-hospitality/locations,6,ridgemonthospitality.com
Innkeeper Hospitality,Saint Louis,MO,https://www.hospitalityonline.com/innkeeper-hospitality/locations,5,www.innkeeperhs.com
Gourmet Caterers,Boston,MA,https://www.hospitalityonline.com/gourmet-caterers-boston/locations,3,www.gourmetcaterers.com
Exhale Enterprises,New York,NY,https://www.hospitalityonline.com/exhale-enterprises/locations,14,www.exhalespa.com
"Hotel Capital Management, Inc.",Minnetonka,MN,https://www.hospitalityonline.com/employers/202529/locations,1,
JSK Hospitality,South Bend,IN,https://www.hospitalityonline.com/jsk-hospitality/locations,11,www.jskhotels.com
Four Seasons Group,Lake Ozark,MO,https://www.hospitalityonline.com/employers/211026/locations,3,www.4seasonsresort.com
The Commoner,Pittsburgh,PA,https://www.hospitalityonline.com/the-commoner/locations,1,www.thecommonerpgh.com
The Genuine Hospitality Group,Miami,FL,https://www.hospitalityonline.com/genuine-hospitality-group/locations,11,thegenuinekitchen.com
Eagle Golf,Dallas,TX,https://www.hospitalityonline.com/employers/223530/locations,5,
Texas Western Hospitality,Dallas,TX,https://www.hospitalityonline.com/texas-western-hospitality/locations,32,www.twhospitality.com
Radius Hospitality Group,Canton,OH,https://www.hospitalityonline.com/radius-hospitality/locations,11,www.radiushospitalitygroup.com
SG Companies,Southfield,MI,https://www.hospitalityonline.com/sg-companies/locations,4,www.sg-companies.com
Millennium Hotels and Resorts,New York,NY,https://www.hospitalityonline.com/millennium-hotels-and-resorts/locations,14,www.millenniumhotels.com
TriMax Hospitality,Caroline,WI,https://www.hospitalityonline.com/trimax-hospitality/locations,5,www.trimaxhospitality.com
Howard Hughes Corporation,Dallas,TX,https://www.hospitalityonline.com/howard-hughes/locations,8,www.howardhughes.com
AD1 Global,Hollywood,FL,https://www.hospitalityonline.com/ad1-global/locations,17,ad1global.com
Korman Communities,Plymouth Meeting,PA,https://www.hospitalityonline.com/korman-communities/locations,2,www.kormancommunities.com
Avalon Hospitality Group,San Diego,CA,https://www.hospitalityonline.com/avalon-hospitality-group/locations,10,www.avalonhospitalitygroup.com
Guests Incorporated,Strasburg,VA,https://www.hospitalityonline.com/guests-incorporated/locations,6,guestsinc.com
Encore Hospitality,Dallas,TX,https://www.hospitalityonline.com/encore-hospitality/locations,5,encore.bz
Midas Hospitality,Saint Louis,MO,https://www.hospitalityonline.com/midas-hospitality/locations,37,www.midashospitality.com
Mammoth Resorts,Mammoth Lakes,CA,https://www.hospitalityonline.com/mammoth-resorts/locations,9,www.mammothresorts.com
PRG Hospitality Group,Santa Monica,CA,https://www.hospitalityonline.com/prg-investment/locations,8,www.prghospitalitygroup.com
Spectrum Retirement Communities,Denver,CO,https://www.hospitalityonline.com/spectrum/locations,49,www.spectrumretirement.com
Propel Management,San Antonio,TX,https://www.hospitalityonline.com/propel-management/locations,5,www.propelcompanies.com
Strand Hospitality Services,Myrtle Beach,SC,https://www.hospitalityonline.com/strand/locations,26,www.strandhospitality.com
Nu Vieux Hospitality,Baton Rouge,LA,https://www.hospitalityonline.com/nu-vieux-hospitality/locations,1,www.nuvieux.com
BlueStar Resort & Golf,Scottsdale,AZ,https://www.hospitalityonline.com/bluestar-resort-golf/locations,1,www.bluestargolf.com
Presidian Hotels & Resorts,San Antonio,TX,https://www.hospitalityonline.com/presidian/locations,6,Presidian.com
"Pacific Plaza Hotels, Inc.",Alameda,CA,https://www.hospitalityonline.com/pacific-plaza-hotels/locations,8,www.pacificplazahotels.com
Kimpton Goodland,Goleta,CA,https://www.hospitalityonline.com/kimpton-goodland/locations,1,www.thegoodland.com
Fortuna Realty Group,New York,NY,https://www.hospitalityonline.com/fortuna/locations,6,fortunarealtygroup.com
Cornerstone Hospitality,Williamsburg,VA,https://www.hospitalityonline.com/cornerstone-hospitality/locations,9,www.CornerstoneHospitality.com
Phoenix American Hospitality,Dallas,TX,https://www.hospitalityonline.com/phoenix-american-hospitality/locations,1,pahmanagement.com
"Jackson Hospitality, LLC",Sacramento,CA,https://www.hospitalityonline.com/jackson-hospitality-llc/locations,2,
Gibson Hotel Management,Knoxville,TN,https://www.hospitalityonline.com/mghm/locations,9,www.mgibsonhotels.com
Pika Hotel Group,Friendswood,TX,https://www.hospitalityonline.com/pika-hotel-group/locations,5,pikahotels.com
S&L Hospitality,Verona,WI,https://www.hospitalityonline.com/sl-hospitality/locations,10,www.slhosp.com
Hegg Hospitality,Sioux Falls,SD,https://www.hospitalityonline.com/hegg/locations,9,www.hegghospitality.com
"3H Group Hotels, Inc.",Chattanooga,TN,https://www.hospitalityonline.com/3h-group-hotels/locations,15,3h.group
Ocean House Management,Westerly,RI,https://www.hospitalityonline.com/ocean-house-weekapaug-inn/locations,3,www.ohmcollection.com
Welk Resorts,San Marcos,CA,https://www.hospitalityonline.com/welk-resorts/locations,7,welkresorts.com
"Hart Hotels, Inc.",Buffalo,NY,https://www.hospitalityonline.com/hart-hotels/locations,17,www.harthotels.com
Plamondon Hospitality Partners,Frederick,MD,https://www.hospitalityonline.com/plamondon/locations,6,www.plamondonhospitalitypartners.com
"Sree Hotels, LLC",Charlotte,NC,https://www.hospitalityonline.com/sree-hotels/locations,15,www.sree.com
"Prime Hospitality Services, LLC",Bakersfield,CA,https://www.hospitalityonline.com/employers/254281/locations,3,primehospitalityservices.com
"Lincoln Hospitality Management, LLC",Atlanta,GA,https://www.hospitalityonline.com/lincoln-hospitality-management-llc/locations,3,www.lincolnhospitalitymgmt.com
Franchise Concepts Unlimited,Rogers,MN,https://www.hospitalityonline.com/franchise-concepts-unlimited/locations,1,www.hierogers.com
Brittain Resorts & Hotels,Myrtle Beach,SC,https://www.hospitalityonline.com/brittain-resorts/locations,19,brittainresorts.com
"Signature, Inc",Dublin,OH,https://www.hospitalityonline.com/signature-inc/locations,3,www.signatureworldwide.com
"Ocmulgee Fields, Incorporated",Macon,GA,https://www.hospitalityonline.com/employers/200057/locations,2,
Hyatt Vacation Ownership,Saint Petersburg,FL,https://www.hospitalityonline.com/hyatt-vacation-ownership/locations,17,www.hyattresidenceclub.com
"Select Restaurants, Inc.",Beachwood,OH,https://www.hospitalityonline.com/select-restaurants/locations,13,selectrestaurants.com
WNW Hospitality,Woodbury,NY,https://www.hospitalityonline.com/wnw-hospitality/locations,17,www.wnwmanagement.com
Epic Hospitality,Covington,LA,https://www.hospitalityonline.com/epic-hospitality/locations,3,epichospitality.net
Myles Restaurant Group,Miami Beach,FL,https://www.hospitalityonline.com/employers/229158/locations,4,
Economos Properties,Boca Raton,FL,https://www.hospitalityonline.com/economos/locations,7,www.economosproperties.com
Portfolio Hotels & Resorts,Westmont,IL,https://www.hospitalityonline.com/portfolio-hotels-resorts/locations,16,www.portfoliohotels2.com
Oliver Companies,Duluth,MN,https://www.hospitalityonline.com/olivercompanies/locations,18,www.olivercompanies.com
Beacon Investment Management Group,Charlotte,NC,https://www.hospitalityonline.com/beacon/locations,4,www.beaconimg.com
LHR Hospitality Management,Eagan,MN,https://www.hospitalityonline.com/lhr-hospitality/locations,9,www.lhrhospitality.com
"Summit Hospitality Group, LTD",Raleigh,NC,https://www.hospitalityonline.com/summit-hospitality-group/locations,17,www.summithospitality.com
Bonaventure Senior Living,Salem,OR,https://www.hospitalityonline.com/bonaventure-senior-living/locations,2,bonaventuresenior.com
Imagine Hospitality,Lebanon,TN,https://www.hospitalityonline.com/imagine-hospitality/locations,4,imaginehospitality.com
Kimpton Seafire Resort + Spa,Grand Cayman,,https://www.hospitalityonline.com/kimpton-seafire/locations,1,www.seafireresortandspa.com
Castle Hospitality,McAllen,TX,https://www.hospitalityonline.com/castle-hospitality/locations,9,
Fontainebleau Development,Miami,FL,https://www.hospitalityonline.com/fontainebleau-development/locations,5,www.fbdev.com
Vistana Signature Experiences,Orlando,FL,https://www.hospitalityonline.com/vistana-signature-experiences/locations,20,www.vistana.com
Murphy Family Ventures LLC,Wallace,NC,https://www.hospitalityonline.com/murphy-family-ventures/locations,3,www.murphyfamilyventures.com
PTI Corporate Office,Englewood,CO,https://www.hospitalityonline.com/corporate-office/locations,2,www.ptigroup.com
Cantania Hospitality Group,Hyannis,MA,https://www.hospitalityonline.com/cantania-hospitality-group/locations,7,www.cataniahospitalitygroup.com
Summit Management Corporation,Atlanta,GA,https://www.hospitalityonline.com/summit-management-corp/locations,8,summitmgmtcorp.com
Omni Barton Creek Resort & Spa,Austin,TX,https://www.hospitalityonline.com/omni-barton-creek/locations,1,www.omnihotels.com
McNeill Hotel Company,Germantown,TN,https://www.hospitalityonline.com/mcneill-hotel-company/locations,25,www.mcneillhotels.com
A2Z Hospitality Management,Sarasota,FL,https://www.hospitalityonline.com/a2z-management/locations,7,a2zhospitalitymanagement.com
Maximum Hospitality (MH Partners LLC),Memphis,TN,https://www.hospitalityonline.com/maximum-hospitality/locations,3,maximumhospitality.com
Bridgeton Holdings,New York,NY,https://www.hospitalityonline.com/bridgeton-holdings/locations,22,bridgetonholdings.com
Dolphin Hotel Management,Newport Beach,CA,https://www.hospitalityonline.com/dolphin-hotel-management/locations,3,dolphinhm.com
"Humphrey Hospitality Management, Inc",Columbia,MD,https://www.hospitalityonline.com/employers/202793/locations,38,www.humphreyhospitality.com
Cape Codder Resort,Hyannis,MA,https://www.hospitalityonline.com/cape-codder-resort-spa/locations,2,www.capecodderresort.com
Tideline Ocean Resort & Spa,Palm Beach,FL,https://www.hospitalityonline.com/tideline-ocean-resort-spa/locations,1,www.tidelineresort.com
Delaware North,Buffalo,NY,https://www.hospitalityonline.com/delaware-north/locations,11,careers.delawarenorth.com
Oceano Restaurant,San Juan,PR,https://www.hospitalityonline.com/oceano-restaurant-pr/locations,1,oceanopr.com
Resorts World Bimini,Bimini,,https://www.hospitalityonline.com/employers/278437/locations,2,
Dakota Nation Gaming Enterprise,Hankinson,ND,https://www.hospitalityonline.com/dakota-nation-gaming-enterprise/locations,3,www.dakotasioux.com
"Rise Management, Inc.",Sugar Land,TX,https://www.hospitalityonline.com/employers/234793/locations,1,
Meyer Jabara Hotels,Danbury,CT,https://www.hospitalityonline.com/meyer-jabara-hotels/locations,26,www.meyerjabarahotels.com
Primo Properties LLC,Youngstown,OH,https://www.hospitalityonline.com/employers/255481/locations,1,www.hiexpress.com
HOS Management,Pooler,GA,https://www.hospitalityonline.com/hos-management/locations,7,www.hosmanagement.com
